,country,name,full_name,isin,currency,symbol
7898,austria,Valneva,Valneva SE,FR0004056851,EUR,VLAV
7899,austria,S Immo Ag,S Immo Ag,AT0000652250,EUR,SIAG
7900,austria,Wolford,Wolford AG,AT0000834007,EUR,WLFD
7901,austria,PIERER Mobility AG,PIERER Mobility AG,AT0000KTMI02,EUR,PMAG
7902,austria,Porr AG,Porr AG,AT0000609607,EUR,ABGV
7903,austria,Burgenland Holding AG,Burgenland Holding AG,AT0000640552,EUR,BHAV
7904,austria,Facc AG,Facc AG,AT00000FACC2,EUR,FACC
7905,austria,Gurktaler AG ST,Gurktaler AG ST,AT0000A0Z9G3,EUR,GAGS
7906,austria,Gurktaler AG VZ,Gurktaler AG VZ,AT0000A0Z9H1,EUR,GAGV
7907,austria,Maschinenfabrik Heid AG,Maschinenfabrik Heid AG,AT0000690151,EUR,HEDV
7908,austria,HTI High Tech Industries AG,HTI High Tech Industries AG,AT0000764626,EUR,HTPV
7909,austria,BKS Bank AG,BKS Bank AG,AT0000624705,EUR,KAER
7910,austria,Linz Textil Holding AG,Linz Textil Holding AG,AT0000723606,EUR,LTXV
7911,austria,Josef Manner Comp AG,Josef Manner Comp AG,AT0000728209,EUR,MANV
7912,austria,Oberbank AG ST,Oberbank AG ST,AT0000625108,EUR,OBER
7913,austria,Oberbank AG VZ,Oberbank AG VZ,AT0000625132,EUR,OBER_p
7914,austria,Ottakringer Getraenke AG ST,Ottakringer Getraenke AG ST,AT0000758008,EUR,OBHV
7915,austria,Ottakringer Getraenke AG VZ,Ottakringer Getraenke AG VZ,AT0000758032,EUR,OBHV_p
7916,austria,Rath AG,Rath AG,AT0000767306,EUR,RATV
7917,austria,SW Umwelttechnik Stoiser Wolschner,SW Umwelttechnik Stoiser Wolschner,AT0000808209,EUR,SWUT
7918,austria,Bank fuer Tirol und Vorarlberg,Bank fuer Tirol und Vorarlberg,AT0000625538,EUR,TIRO_p
7919,austria,UBM Development,UBM Development AG,AT0000815402,EUR,UBMV
7920,austria,Unternehmens Invest AG,Unternehmens Invest AG,AT0000816301,EUR,UIAV
7921,austria,Wiener Privatbank SE,Wiener Privatbank SE,AT0000741301,EUR,WPBI
7922,austria,GVC Holdings,GVC Holdings PLC,IM00B5VQMV65,EUR,GVC
7923,austria,Sanochemia Pharmazeutika,Sanochemia Pharmazeutika AG,AT0000776307,EUR,SCPH
7924,austria,Bank fuer Tirol,Bank fuer Tirol und Vorarlberg AG,AT0000625504,EUR,TIRO
7925,austria,Ab Effectenbeteiligungen,Ab Effectenbeteiligungen AG,AT0000824206,EUR,ABEV
7926,austria,Athos Immobilien,Athos Immobilien AG,AT0000616701,EUR,ATHO
7927,austria,Dr Bock Industries,Dr Bock Industries AG,DE000A2AABY2,EUR,DBI
7928,austria,Hutter & Schrantz Stahlbau,Hutter & Schrantz Stahlbau AG,AT0000A021K7,EUR,HSTV
7929,austria,Hutter & Schrantz,Hutter & Schrantz AG,AT0000698253,EUR,HUTV
7930,austria,BKS Bank,BKS Bank AG,AT0000624739,EUR,KAER_p
7931,austria,Stadlauer Malzfabrik,Stadlauer Malzfabrik AG,AT0000797303,EUR,MLZV
7932,austria,Management Trust,Management Trust Holding AG,AT0000728050,EUR,MTRH
7933,austria,Oesterreichische Staatsdruckerei,Oesterreichische Staatsdruckerei Holding AG,AT00000OESD0,EUR,OESD
7934,austria,Valneva Pref,Valneva SE Pref,FR0011472943,EUR,VLAP
7935,austria,Pfizer,Pfizer Inc,US7170811035,CHF,PFE
7936,austria,BPG Hramba Plemenitih,BPG Hramba Plemenitih Kovin dd,SI0031117128,EUR,BPGR
7937,austria,Cleen Energy,Cleen Energy AG,AT0000A1PY49,EUR,CLEN
7938,austria,Alphabet C,Alphabet Inc,US02079K1079,EUR,GOOG
7939,austria,American Airlines,American Airlines Group Inc,US02376R1023,EUR,AALD
7940,austria,Apple,Apple Inc,US0378331005,EUR,AAPL
7941,austria,Adobe,Adobe Systems Inc,US00724F1012,EUR,ADBE
7942,austria,Analog Devices,Analog Devices Inc,US0326541051,EUR,ADI
7943,austria,ADP,Automatic Data Processing Inc,US0530151036,EUR,ADPD
7944,austria,Autodesk,Autodesk Inc,US0527691069,EUR,ADSK
7945,austria,Akamai,Akamai Technologies Inc,US00971T1016,EUR,AKAM
7946,austria,Alexion,Alexion Pharmaceuticals Inc,US0153511094,EUR,ALXN
7947,austria,Applied Materials,Applied Materials Inc,US0382221051,EUR,AMAT
7948,austria,Amgen,Amgen Inc,US0311621009,EUR,AMGN
7949,austria,Amazon.com,Amazon.com Inc,US0231351067,EUR,AMZN
7950,austria,Activision Blizzard,Activision Blizzard Inc,US00507V1098,EUR,ATVI
7951,austria,Broadcom,Broadcom Inc,US11135F1012,EUR,AVGO
7952,austria,American Express,American Express Co,US0258161092,EUR,AXP
7953,austria,Boeing,Boeing Co,US0970231058,EUR,BA
7954,austria,Baidu,Baidu Inc,US0567521085,EUR,BIDU
7955,austria,Biogen,Biogen Inc,US09062X1037,EUR,BIIB
7956,austria,Biomarin Pharma,Biomarin Pharmaceutical Inc,US09061G1013,EUR,BMRN
7957,austria,Caterpillar,Caterpillar Inc,US1491231015,EUR,CAT
7958,austria,Celgene,Celgene Corp,US1510201049,EUR,CELG
7959,austria,Cerner,Cerner Corp,US1567821046,EUR,CERN
7960,austria,Check Point Software,Check Point Software Technologies Ltd,IL0010824113,EUR,CHKP
7961,austria,Charter Communications,Charter Communications Inc,US16119P1084,EUR,CHTR
7962,austria,Comcast,Comcast Corp,US20030N1019,EUR,CMCSA
7963,austria,Costco,Costco Wholesale Corp,US22160K1051,EUR,COST
7964,austria,Cisco,Cisco Systems Inc,US17275R1023,EUR,CSCO
7965,austria,CSX,CSX Corp,US1264081035,EUR,CSX
7966,austria,Cintas,Cintas Corp,US1729081059,EUR,CTAS
7967,austria,Trip.com ADR,Ctrip.Com International Ltd,US89677Q1076,EUR,TCOM
7968,austria,Cognizant A,Cognizant Technology Solutions Corp,US1924461023,EUR,CTSH
7969,austria,Citrix Systems,Citrix Systems Inc,US1773761002,EUR,CTXS
7970,austria,Chevron,Chevron Corp,US1667641005,EUR,CVX
7971,austria,Walt Disney,Walt Disney Co,US2546871060,EUR,DIS
7972,austria,Discovery A,Discovery Communications Inc,US25470F1049,EUR,DISCA
7973,austria,Discovery Communications C,Discovery Communications Inc C,US25470F3029,EUR,DISCK
7974,austria,DISH Network,DISH Network Corp,US25470M1099,EUR,DISH
7975,austria,Dollar Tree,Dollar Tree Inc,US2567461080,EUR,DLTR
7976,austria,Electronic Arts,Electronic Arts Inc,US2855121099,EUR,EA
7977,austria,eBay,eBay Inc,US2786421030,EUR,EBAY
7978,austria,Expedia,Expedia Inc,US30212P3038,EUR,EXPE
7979,austria,Fastenal,Fastenal Co,US3119001044,EUR,FAST
7980,austria,Facebook,Facebook Inc,US30303M1027,EUR,FB
7981,austria,Fiserv,Fiserv Inc,US3377381088,EUR,FISV
7982,austria,General Electric,General Electric Co,US3696041033,EUR,GE
7983,austria,Gilead,Gilead Sciences Inc,US3755581036,EUR,GILD
7984,austria,Alphabet A,Alphabet Inc Class A,US02079K3059,EUR,GOOGL
7985,austria,Goldman Sachs,Goldman Sachs Group Inc,US38141G1040,EUR,GS
7986,austria,Hasbro,Hasbro Inc,US4180561072,EUR,HAS
7987,austria,Home Depot,Home Depot Inc,US4370761029,EUR,HD
7988,austria,Hologic,Hologic Inc,US4364401012,EUR,HOLX
7989,austria,Henry Schein,Henry Schein Inc,US8064071025,EUR,HSIC
7990,austria,IBM,International Business Machines Corp,US4592001014,EUR,IBM
7991,austria,IDEXX Labs,IDEXX Laboratories Inc,US45168D1046,EUR,IDXX
7992,austria,Illumina,Illumina Inc,US4523271090,EUR,ILMN
7993,austria,Incyte,Incyte Corp,US45337C1027,EUR,INCY
7994,austria,Intel,Intel Corp,US4581401001,EUR,INTC
7995,austria,Intuit,Intuit Inc,US4612021034,EUR,INTU
7996,austria,Intuitive Surgical,Intuitive Surgical Inc,US46120E6023,EUR,ISRGE
7997,austria,JB Hunt,J B Hunt Transport Services Inc,US4456581077,EUR,JBHT
7998,austria,Jd.Com Inc Adr,JD.com Inc,US47215P1066,EUR,JDE
7999,austria,J&J,Johnson & Johnson,US4781601046,EUR,JNJ
8000,austria,JPMorgan,JPMorgan Chase & Co,US46625H1005,EUR,JPM
8001,austria,Kraft Heinz,Kraft Heinz Co,US5007541064,EUR,KHC
8002,austria,KLA-Tencor,KLA-Tencor Corp,US4824801009,EUR,KLAC
8003,austria,Coca-Cola,Coca-Cola Co,US1912161007,EUR,KO
8004,austria,Liberty Global,Liberty Global PLC A,GB00B8W67662,EUR,LBTYA
8005,austria,Liberty Global C,Liberty Global PLC C,GB00B8W67B19,EUR,LBTYK
8006,austria,Lam Research,Lam Research Corp,US5128071082,EUR,LRCX
8007,austria,GCI Liberty A,GCI Liberty Inc Class A,US36164V3050,EUR,GLIBA
8008,austria,Marriott Int,Marriott International Inc,US5719032022,EUR,MAR
8009,austria,Mattel,Mattel Inc,US5770811025,EUR,MAT
8010,austria,McDonald’s,McDonald’s Corp,US5801351017,EUR,MCD
8011,austria,Microchip,Microchip Technology Inc,US5950171042,EUR,MCHP
8012,austria,Mondelez,Mondelez International Inc,US6092071058,EUR,MDLZ
8013,austria,3M,3M Co,US88579Y1010,EUR,MMM
8014,austria,Monster Beverage,Monster Beverage Corp,US61174X1090,EUR,MNST
8015,austria,Merck&Co,Merck & Co Inc,US58933Y1055,EUR,MRK
8016,austria,Microsoft,Microsoft Corp,US5949181045,EUR,MSFT
8017,austria,Micron,Micron Technology Inc,US5951121038,EUR,MU
8018,austria,Maxim,Maxim Integrated Products Inc,US57772K1016,EUR,MXIM
8019,austria,Mylan,Mylan NV,NL0011031208,EUR,MYL
8020,austria,Norwegian Cruise Line,Norwegian Cruise Line Holdings Ltd,BMG667211046,EUR,NCLH
8021,austria,Netflix,Netflix Inc,US64110L1061,EUR,NFLX
8022,austria,Nike,Nike Inc,US6541061031,EUR,NKE
8023,austria,NetEase,NetEase Inc,US64110W1027,EUR,NTES
8024,austria,NVIDIA,NVIDIA Corp,US67066G1040,EUR,NVDA
8025,austria,O’Reilly Automotive,O’Reilly Automotive Inc,US67103H1077,EUR,ORLY
8026,austria,Paychex,Paychex Inc,US7043261079,EUR,PAYX
8027,austria,PACCAR,PACCAR Inc,US6937181088,EUR,PCAR
8028,austria,Booking,Booking Holdings Inc,US09857L1089,EUR,BKNG
8029,austria,Procter&Gamble,Procter & Gamble Co,US7427181091,EUR,PG
8030,austria,PayPal Holdings Inc,PayPal Holdings Inc,US70450Y1038,EUR,PYPL
8031,austria,Qualcomm,Qualcomm Inc,US7475251036,EUR,QCOM
8032,austria,Qurate Retail A,Qurate Retail Inc,US74915M1009,EUR,QRTEA
8033,austria,Regeneron Pharma,Regeneron Pharmaceuticals Inc,US75886F1075,EUR,REGN
8034,austria,Ross Stores,Ross Stores Inc,US7782961038,EUR,ROST
8035,austria,Starbucks,Starbucks Corp,US8552441094,EUR,SBUX
8036,austria,Sirius XM,Sirius XM Holdings Inc,US82968B1035,EUR,SIRI
8037,austria,Seagate,Seagate Technology PLC,IE00B58JVZ52,EUR,STX
8038,austria,Skyworks,Skyworks Solutions Inc,US83088M1027,EUR,SWKS
8039,austria,NortonLifeLock,Symantec Corp,US6687711084,EUR,SYMC
8040,austria,T-Mobile US,T-Mobile US Inc,US8725901040,EUR,TMUS
8041,austria,TripAdvisor,TripAdvisor Inc,US8969452015,EUR,TRIPA
8042,austria,Travelers,Travelers Companies Inc,US89417E1091,EUR,TRV
8043,austria,Tractor Supply,Tractor Supply Co,US8923561067,EUR,TSCOA
8044,austria,Tesla,Tesla Inc,US88160R1014,EUR,TSLA
8045,austria,Texas Instruments,Texas Instruments Inc,US8825081040,EUR,TXN
8046,austria,Ulta Beauty,Ulta Beauty Inc,US90384S3031,EUR,ULTA
8047,austria,UnitedHealth,UnitedHealth Group Inc,US91324P1021,EUR,UNH
8048,austria,United Technologies,United Technologies Corp,US9130171096,EUR,UTX
8049,austria,Visa A,Visa Inc,US92826C8394,EUR,V
8050,austria,Viacom B,Viacom B Inc,US92553P2011,EUR,VIAB
8051,austria,Vodafone Group ADR,Vodafone Group PLC DRC,US92857W3088,EUR,VODA
8052,austria,Verisk,Verisk Analytics Inc,US92345Y1064,EUR,VRSK
8053,austria,Vertex,Vertex Pharmaceuticals Inc,US92532F1003,EUR,VRTX
8054,austria,Verizon,Verizon Communications Inc,US92343V1044,EUR,VZ
8055,austria,Walgreens Boots,Walgreens Boots Alliance Inc,US9314271084,EUR,WBAE
8056,austria,Western Digital,Western Digital Corp,US9581021055,EUR,WDC
8057,austria,Walmart,Wal-Mart Stores Inc,US9311421039,EUR,WMT
8058,austria,Xilinx,Xilinx Inc,US9839191015,EUR,XLNX
8059,austria,Exxon Mobil,Exxon Mobil Corp,US30231G1022,EUR,XOM
8060,austria,Dentsply,Dentsply Sirona Inc,US24906P1093,EUR,XRAY
8061,austria,MS Biotech,MS Biotech SPA,IT0005272981,EUR,MSBT
8062,austria,Covestro,Covestro AG,DE0006062144,EUR,1COV
8063,austria,Adva Optical,Adva Optical Networking SE,DE0005103006,EUR,ADAG
8064,austria,ADO Properties SARL,ADO Properties SA,LU1250154413,EUR,ADJ
8065,austria,Adler Real Estate,Adler Real Estate AG,DE0005008007,EUR,ADLG
8066,austria,Carl Zeiss AG,Carl Zeiss Meditec AG,DE0005313704,EUR,AFXG
8067,austria,Aixtron,Aixtron SE,DE000A0WMPJ6,EUR,AIXGn
8068,austria,SLM Solutions,SLM Solutions Group AG,DE000A111338,EUR,AM3D
8069,austria,Amadeus Fire AG,Amadeus Fire AG,DE0005093108,EUR,AMDG
8070,austria,Alstria,alstria office REIT AG,DE000A0LD2U1,EUR,AOXG
8071,austria,Aareal Bank AG,Aareal Bank AG,DE0005408116,EUR,ARLG
8072,austria,bet at homem,bet-at-home.com AG,DE000A0DNAY5,EUR,ARTG
8073,austria,RTL Group,RTL Group SA,LU0061462528,EUR,AUDK
8074,austria,Bechtle AG,Bechtle AG,DE0005158703,EUR,BC8G
8075,austria,Bertrandt AG,Bertrandt AG,DE0005232805,EUR,BDTG
8076,austria,Biotest AG VZ,Biotest AG Pref,DE0005227235,EUR,BIO3
8077,austria,Brenntag AG,Brenntag AG,DE000A1DAHH0,EUR,BNRGn
8078,austria,Hugo Boss AG,Hugo Boss AG,DE000A1PHFF7,EUR,BOSSn
8079,austria,Borussia Dortmund,Borussia Dortmund GmbH & Co KGaA,DE0005493092,EUR,BVB
8080,austria,Baywa Vink AG,BayWa AG,DE0005194062,EUR,BYWGnx
8081,austria,Ceconomy,Ceconomy AG,DE0007257503,EUR,CECG
8082,austria,Cancom SE,Cancom SE,DE0005419105,EUR,COKG
8083,austria,CompuGroup AG,Compugroup Medical SE,DE0005437305,EUR,COPMa
8084,austria,Cewe Color,Cewe Stiftung & Co KGaA,DE0005403901,EUR,CWCG
8085,austria,Deutsche Beteiligungs AG,Deutsche Beteiligungs AG,DE000A1TNUT7,EUR,DBANn
8086,austria,Deutsche Euroshop AG,Deutsche Euroshop AG,DE0007480204,EUR,DEQGn
8087,austria,Deutz AG,DEUTZ AG,DE0006305006,EUR,DEZG
8088,austria,DIC Asset AG,DIC Asset AG,DE000A1X3XX4,EUR,DICn
8089,austria,Dialog,Dialog Semiconductor PLC,GB0059822006,EUR,DLGS
8090,austria,Drillisch AG,Drillisch AG,DE0005545503,EUR,DRIG
8091,austria,Draegerwerk VZO,Draegerwerk AG & Co KGaA Pref,DE0005550636,EUR,DRW3
8092,austria,Duerr AG,Duerr AG,DE0005565204,EUR,DUEG
8093,austria,Deutsche Wohnen,Deutsche Wohnen SE,DE000A0HN5C6,EUR,DWNG
8094,austria,CTS Eventim AG,CTS Eventim AG & Co KGaA,DE0005470306,EUR,EVDG
8095,austria,Evonik,Evonik Industries AG,DE000EVNK013,EUR,EVKn
8096,austria,Evotec AG,Evotec AG,DE0005664809,EUR,EVTG
8097,austria,Fielmann AG,Fielmann AG,DE0005772206,EUR,FIEG
8098,austria,Freenet AG,freenet AG,DE000A0Z2ZZ5,EUR,FNTGn
8099,austria,Fuchs Petrolub AG VZO Pref,Fuchs Petrolub SE Pref,DE0005790430,EUR,FPEG_p
8100,austria,Fraport AG,Fraport AG Frankfurt Airport Services Worldwide,DE0005773303,EUR,FRAG
8101,austria,GEA Group AG,GEA Group AG,DE0006602006,EUR,G1AG
8102,austria,Scout24 AG,Scout24 AG,DE000A12DM80,EUR,G24n
8103,austria,Bilfinger SE,Bilfinger SE,DE0005909006,EUR,GBFG
8104,austria,GFT Technologies AG,GFT Technologies SE,DE0005800601,EUR,GFTG
8105,austria,DMG Mori Seiki,DMG Mori AG,DE0005878003,EUR,GILG
8106,austria,Grenke,Grenke AG,DE000A161N30,EUR,GLJn
8107,austria,Grammer AG,Grammer AG,DE0005895403,EUR,GMMG
8108,austria,Gerry Weber,Gerry Weber International AG,DE0003304101,EUR,GWIG
8109,austria,Gerresheimer AG,Gerresheimer AG,DE000A0LD6E6,EUR,GXIG
8110,austria,Grand City,Grand City Properties SA,LU0775917882,EUR,GYC
8111,austria,Hamborner AG,Hamborner Reit AG,DE0006013006,EUR,HABG
8112,austria,Hornbach,Hornbach Holding AG & Co KGaA,DE0006083405,EUR,HBH
8113,austria,Heidelberger Druckmaschinen,Heidelberger Druckmaschinen AG,DE0007314007,EUR,HDDG
8114,austria,Hamburger Hafen A-SP,Hamburger Hafen und Logistik AG,DE000A0S8488,EUR,HHFGn
8115,austria,Hapag Lloyd AG,Hapag Lloyd AG,DE000HLAG475,EUR,HLAG
8116,austria,Hella KGaA Hueck & Co,HELLA GmbH & Co KgaA,DE000A13SX22,EUR,HLE
8117,austria,Hannover Rueckversicherung SE,Hannover Rueck SE,DE0008402215,EUR,HNRGn
8118,austria,Hochtief AG,HOCHTIEF AG,DE0006070006,EUR,HOTG
8119,austria,Encavis,Capital Stage AG,DE0006095003,EUR,HWAG
8120,austria,Hypoport AG,Hypoport AG,DE0005493365,EUR,HYQGn
8121,austria,Innogy,Innogy SE,DE000A2AADD2,EUR,IGY
8122,austria,Indus AG,Indus Holding AG,DE0006200108,EUR,INHG
8123,austria,Jenoptik,Jenoptik AG,DE000A2NB601,EUR,JENG
8124,austria,Jungheinrich AG,Jungheinrich AG Pref,DE0006219934,EUR,JUNG_p
8125,austria,Kloeckner SE,Kloeckner & Co SE,DE000KC01000,EUR,KCOGn
8126,austria,Kion Group AG,Kion Group AG,DE000KGX8881,EUR,KGX
8127,austria,Krones AG,Krones AG,DE0006335003,EUR,KRNG
8128,austria,KWS SAAT AG,Kws Saat SE,DE0007074007,EUR,KWSG
8129,austria,LEG Immobilien AG,LEG Immobilien AG,DE000LEG1110,EUR,LEGn
8130,austria,Leoni AG,Leoni AG,DE0005408884,EUR,LEOGn
8131,austria,Lanxess AG,LANXESS AG,DE0005470405,EUR,LXSG
8132,austria,Medigene,Medigene AG,DE000A1X3W00,EUR,MDG1k
8133,austria,MLP AG,MLP SE,DE0006569908,EUR,MLPG
8134,austria,Morphosys AG,Morphosys AG,DE0006632003,EUR,MORG
8135,austria,MTU Aero,MTU Aero Engines AG,DE000A0D9PT0,EUR,MTXGn
8136,austria,Aurubis AG,Aurubis AG,DE0006766504,EUR,NAFG
8137,austria,Nordex SE,Nordex SE,DE000A0D6554,EUR,NDXG
8138,austria,Nemetschek AG,Nemetschek SE,DE0006452907,EUR,NEKG
8139,austria,Norma AG,Norma Group SE,DE000A1H8BV3,EUR,NOEJ
8140,austria,Telefonica Deutschland AG,Telefonica Deutschland Holding AG,DE000A1J5RX9,EUR,O2Dn
8141,austria,New Work,New Work SE,DE000NWRK013,EUR,NWOn
8142,austria,Osram Licht,Osram Licht AG,DE000LED4000,EUR,OSRn
8143,austria,Patrizia Immobilien,Patrizia Immobilien AG,DE000PAT1AG3,EUR,P1ZGn
8144,austria,Deutsche Pfandbriefbank AG,Deutsche Pfandbriefbank AG,DE0008019001,EUR,PBBG
8145,austria,Puma SE,Puma SE,DE0006969603,EUR,PUMG
8146,austria,Pfeiffer,Pfeiffer Vacuum Technology AG,DE0006916604,EUR,PV
8147,austria,Qiagen,Qiagen NV,NL0012169213,EUR,QGEN
8148,austria,Rational AG,Rational AG,DE0007010803,EUR,RAAG
8149,austria,Rhoen-Klinikum,Rhoen Klinikum AG,DE0007042301,EUR,RHKG
8150,austria,Rheinmetall AG,Rheinmetall AG,DE0007030009,EUR,RHMG
8151,austria,RIB Software AG,RIB Software SE,DE000A0Z2XN6,EUR,RIB
8152,austria,Rocket Internet,Rocket Internet SE,DE000A12UKK6,EUR,RKET
8153,austria,SMA Solar AG,SMA Solar Technology AG,DE000A0DJ6J9,EUR,S92G
8154,austria,S&T AG,S&T AG,AT0000A0E9W5,EUR,SANT1
8155,austria,Stroeer,Stroeer SE & Co KGaA,DE0007493991,EUR,SAXG
8156,austria,K+S AG,K&S AG,DE000KSAG888,EUR,SDFGn
8157,austria,SAF Holland,Saf Holland SA,LU0307018795,EUR,SFQN
8158,austria,SGL Carbon SE,SGL Carbon SE,DE0007235301,EUR,SGCG
8159,austria,Schaeffler AG,Schaeffler AG Pref,DE000SHA0159,EUR,SHA_p
8160,austria,Sixt AG ST,Sixt SE,DE0007231326,EUR,SIXG
8161,austria,Koenig&Bauer AG,Koenig & Bauer AG,DE0007193500,EUR,SKBG
8162,austria,Steinhoff Int,Steinhoff International Holdings NV,NL0011375019,EUR,SNHG
8163,austria,Software AG,Software AG,DE000A2GS401,EUR,SOWG
8164,austria,Axel Springer,Axel Springer SE,DE0005501357,EUR,SPRGn
8165,austria,Sartorius AG VZO,Sartorius AG Pref,DE0007165631,EUR,SRT3
8166,austria,Stabilus,Stabilus SA,LU1066226637,EUR,STAB
8167,austria,Symrise AG,Symrise AG,DE000SYM9999,EUR,SY1G
8168,austria,Salzgitter AG,Salzgitter AG,DE0006202005,EUR,SZGG
8169,austria,Suedzucker,Suedzucker AG,DE0007297004,EUR,SZUG
8170,austria,Tele Columbus AG,Tele Columbus AG,DE000TCAG172,EUR,TC1n
8171,austria,Tag Immobilien,TAG Immobilien AG,DE0008303504,EUR,TEGG
8172,austria,TLG Immobilien AG,TLG Immobilien AG,DE000A12B8Z4,EUR,TLGG
8173,austria,Talanx AG,Talanx AG,DE000TLX1005,EUR,TLXGn
8174,austria,Takkt AG,Takkt AG,DE0007446007,EUR,TTKG
8175,austria,Uniper SE,Uniper SE,DE000UNSE018,EUR,UN01
8176,austria,United Internet AG,United Internet AG,DE0005089031,EUR,UTDI
8177,austria,Vossloh AG,Vossloh AG,DE0007667107,EUR,VOSG
8178,austria,Wacker Neuson,Wacker Neuson SE,DE000WACK012,EUR,WACGn
8179,austria,Siltronic AG,Siltronic AG,DE000WAF3001,EUR,WAFGn
8180,austria,Wacker Chemie,Wacker Chemie AG,DE000WCH8881,EUR,WCHG
8181,austria,WCM Beteiligungs und Grundbesitz,WCM Beteiligungs und Grundbesitz AG,DE000A1X3X33,EUR,WCMKk
8182,austria,Wirecard AG,Wirecard AG,DE0007472060,EUR,WDIG
8183,austria,WashTec AG,Washtec AG,DE0007507501,EUR,WSUG
8184,austria,Wuestenrot Wuerttembergische,Wuestenrot & Wuerttembergische AG,DE0008051004,EUR,WUWGn
8185,austria,Zalando SE,Zalando SE,DE000ZAL1111,EUR,ZALG
8186,austria,Elringklinger AG,Elringklinger AG,DE0007856023,EUR,ZILGn
8187,austria,Zooplus AG,Zooplus AG,DE0005111702,EUR,ZO1G
8188,austria,BAWAG,BAWAG Group AG,AT0000BAWAG2,EUR,BAWG
8189,austria,Continental AG,Continental AG,DE0005439004,EUR,CONG
8190,austria,Daimler,Daimler AG,DE0007100000,EUR,DAIGn
8191,austria,Infineon,Infineon Technologies AG,DE0006231004,EUR,IFXGn
8192,austria,Prosiebensat,Prosiebensat 1 Media SE,DE000PSM7770,EUR,PSMGn
8193,austria,Volkswagen VZO,Volkswagen AG Pref,DE0007664039,EUR,VOWG_p
8194,austria,Biovolt,Biovolt AG,CH0328339665,EUR,BVOLT
8195,austria,Signature,Signature AG,DE000A2DAMG0,EUR,SIGN
8196,austria,AMS,AMS AG,AT0000A18XM4,EUR,AMS
8197,austria,Umicore,Umicore SA,BE0974320526,EUR,UMI
8198,austria,Siemens Healthineers,Siemens Healthineers AG,DE000SHL1006,EUR,SHLG
8199,austria,Coloplast,Coloplast A/S,DK0060448595,EUR,COLOb
8200,austria,Cleantech Building,Cleantech Building Materials PLC,GB00BD1LVD21,EUR,CLBM
8201,austria,Electricite de France,Electricite de France SA,FR0010242511,EUR,EDF
8202,austria,AT&T,AT&T Inc,US00206R1023,EUR,T
8203,austria,AMD,Advanced Micro Devices Inc,US0079031078,EUR,AMD
8204,austria,Altria,Altria Group Inc,US02209S1033,EUR,MO
8205,austria,AIG,American International Group Inc,US0268747849,EUR,AIG
8206,austria,Bank of America,Bank of America Corp,US0605051046,EUR,BAC
8207,austria,Berkshire Hathaway B,Berkshire Hathaway Inc,US0846707026,EUR,BRKb
8208,austria,Colgate-Palmolive,Colgate-Palmolive Co,US1941621039,EUR,CL
8209,austria,DuPont,DowDuPont Inc,US26614N1028,EUR,DDPN
8210,austria,Dropbox,Dropbox Inc,US26210C1045,EUR,DBX
8211,austria,First Solar,First Solar Inc,US3364331070,EUR,FSLR
8212,austria,Ford Motor,Ford Motor Co,US3453708600,EUR,F
8213,austria,Freeport-McMoran,Freeport-McMoRan Inc,US35671D8570,EUR,FCX
8214,austria,General Mills,General Mills Inc,US3703341046,EUR,GIS
8215,austria,General Motors,General Motors Co,US37045V1008,EUR,GM
8216,austria,GoPro Inc,GoPro Inc,US38268T1034,EUR,GPRO
8217,austria,Halliburton,Halliburton Co,US4062161017,EUR,HAL
8218,austria,Harley-Davidson,Harley-Davidson Inc,US4128221086,EUR,HOG
8219,austria,Lockheed Martin,Lockheed Martin Corp,US5398301094,EUR,LMT
8220,austria,Macy’s Inc,Macy's Inc,US55616P1049,EUR,M
8221,austria,Mastercard,Mastercard Inc,US57636Q1040,EUR,MA
8222,austria,Morgan Stanley,Morgan Stanley,US6174464486,EUR,MWD
8223,austria,Newmont Goldcorp,Newmont Mining Corp,US6516391066,EUR,NEM
8224,austria,Oracle,Oracle Corp,US68389X1054,EUR,ORCL
8225,austria,PepsiCo,PepsiCo Inc,US7134481081,EUR,PEP
8226,austria,Philip Morris,Philip Morris International Inc,US7181721090,EUR,PMOR
8227,austria,Salesforce.com,Salesforce.com Inc,US79466L3024,EUR,CRME
8228,austria,Snap,Snap Inc,US83304A1060,EUR,SNAP
8229,austria,Twitter Inc,Twitter Inc,US90184L1026,EUR,TWTR
8230,austria,Under Armour A,Under Armour Inc,US9043111072,EUR,UUAM
8231,austria,Addiko Bank,Addiko Bank AG,AT000ADDIKO0,EUR,ADKO
8232,austria,DWH Deutsche Werte,DWH Deutsche Werte Holding AG,DE000A0B6NF2,EUR,DWH
8233,belgium,Proximus,Proximus NV,BE0003810273,EUR,PROX
8234,belgium,Agfa Gevaert,Agfa Gevaert NV,BE0003755692,EUR,AGFB
8235,belgium,Bekaert,NV Bekaert SA,BE0974258874,EUR,BEKB
8236,belgium,Ackermans,Ackermans & Van Haaren NV,BE0003764785,EUR,ACKB
8237,belgium,Etablissementen Franz Colruyt,Etablissementen Franz Colruyt NV,BE0974256852,EUR,COLR
8238,belgium,Barco,Barco NV,BE0003790079,EUR,BAR
8239,belgium,Cofinimmo,Cofinimmo SA,BE0003593044,EUR,COFB
8240,belgium,KBC,KBC,BE0003565737,EUR,KBC
8241,belgium,Solvay,Solvay SA,BE0003470755,EUR,SOLB
